year,sex,age,value
2014,1,94,61989
2014,1,95,42816
2014,1,96,31340
2014,1,97,20541
2014,1,98,13659
2014,1,99,9032
2014,1,100,13577
2015,1,0,2037646
2015,1,1,2033686
2015,1,2,2027455
2015,1,3,2031603
2015,1,4,2056372
2015,1,5,2050288
2015,1,6,2049274
2015,1,7,2115674
2015,1,8,2127652
2015,1,9,2110642
2015,1,10,2102623
2015,1,11,2105201
2015,1,12,2088989
2015,1,13,2080713
2015,1,14,2134488
2015,1,15,2171852
2015,1,16,2137757
2015,1,17,2142167
2015,1,18,2151946
2015,1,19,2178811
2015,1,20,2233230
2015,1,21,2282100
2015,1,22,2324231
2015,1,23,2382519
2015,1,24,2414497
2015,1,25,2404957
2015,1,26,2307814
2015,1,27,2250536
2015,1,28,2210803
2015,1,29,2217199
2015,1,30,2227196
2015,1,31,2149207
2015,1,32,2177670
2015,1,33,2171751
2015,1,34,2143768
2015,1,35,2193398
2015,1,36,2046984
2015,1,37,2003924
2015,1,38,1976958
2015,1,39,1919191
2015,1,40,1981646
2015,1,41,1911346
2015,1,42,1934047
2015,1,43,2024317
2015,1,44,2138819
2015,1,45,2173659
2015,1,46,2055220
2015,1,47,2010142
2015,1,48,2006144
2015,1,49,2044049
2015,1,50,2164211
2015,1,51,2194108
2015,1,52,2187019
2015,1,53,2178566
2015,1,54,2198470
2015,1,55,2220886
2015,1,56,2135476
2015,1,57,2116678
2015,1,58,2084670
2015,1,59,2001980
2015,1,60,1980585
2015,1,61,1887004
2015,1,62,1809531
2015,1,63,1735254
2015,1,64,1672968
2015,1,65,1633022
2015,1,66,1578179
2015,1,67,1558844
2015,1,68,1621002
2015,1,69,1184845
2015,1,70,1159351
2015,1,71,1119346
2015,1,72,1137525
2015,1,73,980959
2015,1,74,883882
2015,1,75,827643
2015,1,76,772943
2015,1,77,727116
2015,1,78,658552
2015,1,79,616966
2015,1,80,577443
2015,1,81,507160
2015,1,82,476741
2015,1,83,440956
2015,1,84,404993
2015,1,85,372726
2015,1,86,321832
2015,1,87,285851
2015,1,88,247708
2015,1,89,207332
2015,1,90,175047
2015,1,91,142774
2015,1,92,114011
2015,1,93,88959
2015,1,94,68568
2015,1,95,48328
2015,1,96,32923
2015,1,97,23470
2015,1,98,14974
2015,1,99,9716
2015,1,100,15140
2016,1,0,2021375
2016,1,1,2046917
2016,1,2,2042821
2016,1,3,2035822
2016,1,4,2039292
2016,1,5,2063743
2016,1,6,2057368
2016,1,7,2056162
2016,1,8,2122435
2016,1,9,2134371
2016,1,10,2117362
2016,1,11,2109229
2016,1,12,2111926
2016,1,13,2096018
2016,1,14,2088194
2016,1,15,2143008
2016,1,16,2181895
2016,1,17,2150433
2016,1,18,2157283
2016,1,19,2166851
2016,1,20,2192342
2016,1,21,2247247
2016,1,22,2298202
2016,1,23,2340787
2016,1,24,2397259
2016,1,25,2429189
2016,1,26,2418731
2016,1,27,2321256
2016,1,28,2263237
2016,1,29,2223146
2016,1,30,2228761
2016,1,31,2237451
2016,1,32,2158725
2016,1,33,2186077
2016,1,34,2178768
2016,1,35,2149440
2016,1,36,2197620
2016,1,37,2050259
2016,1,38,2006645
2016,1,39,1978902
2016,1,40,1920356
2016,1,41,1981958
2016,1,42,1911380
2016,1,43,1933036
2016,1,44,2022431
2016,1,45,2135071
2016,1,46,2168933
2016,1,47,2050041
2016,1,48,2004055
2016,1,49,1999132
2016,1,50,2035354
2016,1,51,2153938
2016,1,52,2182466
2016,1,53,2173868
2016,1,54,2164002
2016,1,55,2182301
2016,1,56,2203669
2016,1,57,2117206
2016,1,58,2097127
2016,1,59,2063789
2016,1,60,1980277
2016,1,61,1957574
2016,1,62,1863642
2016,1,63,1785455
2016,1,64,1710189
2016,1,65,1647666
2016,1,66,1607266
2016,1,67,1551600
2016,1,68,1530621
2016,1,69,1589376
2016,1,70,1159546
2016,1,71,1133067
2016,1,72,1091640
2016,1,73,1106903
2016,1,74,952149
2016,1,75,855489
2016,1,76,798554
2016,1,77,743149
2016,1,78,696231
2016,1,79,627670
2016,1,80,585017
2016,1,81,544272
2016,1,82,474652
2016,1,83,442897
2016,1,84,406077
2016,1,85,369517
2016,1,86,336780
2016,1,87,287642
2016,1,88,252468
2016,1,89,216017
2016,1,90,178266
2016,1,91,148319
2016,1,92,119003
2016,1,93,93480
2016,1,94,71427
2016,1,95,54153
2016,1,96,37137
2016,1,97,25023
2016,1,98,17342
2016,1,99,10752
2016,1,100,16818
2017,1,0,1991761
2017,1,1,2030158
2017,1,2,2055454
2017,1,3,2050601
2017,1,4,2042956
2017,1,5,2046169
2017,1,6,2070343
2017,1,7,2063821
2017,1,8,2062510
2017,1,9,2128762
2017,1,10,2140695
2017,1,11,2123508
2017,1,12,2115480
2017,1,13,2118463
2017,1,14,2102915
2017,1,15,2096137
2017,1,16,2152331
2017,1,17,2193641
2017,1,18,2164276
2017,1,19,2171262
2017,1,20,2178179
2017,1,21,2203473
2017,1,22,2260438
2017,1,23,2311190
2017,1,24,2352507
2017,1,25,2408439
2017,1,26,2440127
2017,1,27,2429026
2017,1,28,2330947
2017,1,29,2272664
2017,1,30,2232060
2017,1,31,2236927
2017,1,32,2244791
2017,1,33,2165132
2017,1,34,2191323
2017,1,35,2182394
2017,1,36,2151639
2017,1,37,2199204
2017,1,38,2051139
2017,1,39,2007158
2017,1,40,1978497
2017,1,41,1919588
2017,1,42,1980704
2017,1,43,1909671
2017,1,44,1930498
2017,1,45,2018318
2017,1,46,2129798
2017,1,47,2162731
2017,1,48,2043303
2017,1,49,1996817
2017,1,50,1990382
2017,1,51,2025426
2017,1,52,2142574
2017,1,53,2169029
2017,1,54,2159267
2017,1,55,2147855
2017,1,56,2164843
2017,1,57,2185083
2017,1,58,2097500
2017,1,59,2075620
2017,1,60,2040951
2017,1,61,1956852
2017,1,62,1933173
2017,1,63,1838568
2017,1,64,1759632
2017,1,65,1683898
2017,1,66,1621183
2017,1,67,1580214
2017,1,68,1523322
2017,1,69,1500466
2017,1,70,1555995
2017,1,71,1132830
2017,1,72,1104996
2017,1,73,1062058
2017,1,74,1074347
2017,1,75,921394
2017,1,76,825248
2017,1,77,767666
2017,1,78,711430
2017,1,79,663465
2017,1,80,594980
2017,1,81,551242
2017,1,82,509339
2017,1,83,440632
2017,1,84,407835
2017,1,85,370369
2017,1,86,333632
2017,1,87,300879
2017,1,88,253925
2017,1,89,220002
2017,1,90,185635
2017,1,91,150839
2017,1,92,123545
2017,1,93,97363
2017,1,94,75157
2017,1,95,56115
2017,1,96,41824
2017,1,97,27792
2017,1,98,18593
2017,1,99,12480
2017,1,100,18550
2018,1,0,1951663
2018,1,1,1999022
2018,1,2,2037249
2018,1,3,2061889
2018,1,4,2056431
2018,1,5,2048510
2018,1,6,2051501
2018,1,7,2075612
2018,1,8,2069100
2018,1,9,2067901
2018,1,10,2134236
2018,1,11,2145916
2018,1,12,2128762
2018,1,13,2120973
2018,1,14,2124277
2018,1,15,2109588
2018,1,16,2103902
2018,1,17,2161972
2018,1,18,2205183
2018,1,19,2175318
2018,1,20,2179409
2018,1,21,2186075
2018,1,22,2212466
2018,1,23,2269410
2018,1,24,2318805
2018,1,25,2359458
2018,1,26,2415263
2018,1,27,2446459
2018,1,28,2434758
2018,1,29,2336570
2018,1,30,2277708
2018,1,31,2236508
2018,1,32,2240956
2018,1,33,2247904
2018,1,34,2167258
2018,1,35,2192085
2018,1,36,2182407
2018,1,37,2151197
2018,1,38,2197885
2018,1,39,2049702
2018,1,40,2004896
2018,1,41,1975977
2018,1,42,1916967
2018,1,43,1977480
2018,1,44,1905847
2018,1,45,1925464
2018,1,46,2012115
2018,1,47,2122718
2018,1,48,2154737
2018,1,49,2035020
2018,1,50,1987438
2018,1,51,1979853
2018,1,52,2013976
2018,1,53,2129225
2018,1,54,2154027
2018,1,55,2142691
2018,1,56,2130204
2018,1,57,2145834
2018,1,58,2164372
2018,1,59,2075698
2018,1,60,2052288
2018,1,61,2016414
2018,1,62,1931909
2018,1,63,1906756
2018,1,64,1811445
2018,1,65,1731971
2018,1,66,1656119
2018,1,67,1593070
2018,1,68,1550966
2018,1,69,1493081
2018,1,70,1468761
2018,1,71,1520591
2018,1,72,1104474
2018,1,73,1075270
2018,1,74,1031059
2018,1,75,1039916
2018,1,76,888872
2018,1,77,793433
2018,1,78,735169
2018,1,79,678228
2018,1,80,629215
2018,1,81,560929
2018,1,82,516271
2018,1,83,473211
2018,1,84,405936
2018,1,85,372486
2018,1,86,334727
2018,1,87,298364
2018,1,88,266018
2018,1,89,221622
2018,1,90,189376
2018,1,91,157406
2018,1,92,125813
2018,1,93,101321
2018,1,94,78393
2018,1,95,59318
2018,1,96,43250
2018,1,97,31616
2018,1,98,20350
2018,1,99,13608
2018,1,100,20885
2019,1,0,1935117
2019,1,1,1958585
2019,1,2,2005544
2019,1,3,2043010
2019,1,4,2066951
2019,1,5,2061200
2019,1,6,2052956
2019,1,7,2055735
2019,1,8,2079723
2019,1,9,2073148
2019,1,10,2071778
2019,1,11,2138037
2019,1,12,2149819
2019,1,13,2132987
2019,1,14,2125640
2019,1,15,2129720
2019,1,16,2116165
2019,1,17,2112553
2019,1,18,2172385
2019,1,19,2214784
2019,1,20,2183139
2019,1,21,2187086
2019,1,22,2195296
2019,1,23,2221758
2019,1,24,2277473
2019,1,25,2325853
2019,1,26,2365886
2019,1,27,2421270
2019,1,28,2451756
2019,1,29,2439805
2019,1,30,2340865
2019,1,31,2281327
2019,1,32,2239886
2019,1,33,2243280
2019,1,34,2249252
2019,1,35,2167622
2019,1,36,2191368
2019,1,37,2181162
2019,1,38,2149359
2019,1,39,2195430
2019,1,40,2046663
2019,1,41,2001502
2019,1,42,1972584
2019,1,43,1913289
2019,1,44,1973101
2019,1,45,1900492
2019,1,46,1919298
2019,1,47,2005221
2019,1,48,2114614
2019,1,49,2145730
2019,1,50,2025376
2019,1,51,1976883
2019,1,52,1968619
2019,1,53,2001325
2019,1,54,2114408
2019,1,55,2137586
2019,1,56,2125123
2019,1,57,2111795
2019,1,58,2125774
2019,1,59,2142211
2019,1,60,2052677
2019,1,61,2027951
2019,1,62,1991220
2019,1,63,1905842
2019,1,64,1879040
2019,1,65,1783428
2019,1,66,1703888
2019,1,67,1627863
2019,1,68,1564129
2019,1,69,1520465
2019,1,70,1462120
2019,1,71,1435378
2019,1,72,1483236
2019,1,73,1074771
2019,1,74,1044301
2019,1,75,998390
2019,1,76,1003690
2019,1,77,854930
2019,1,78,760170
2019,1,79,701319
2019,1,80,643638
2019,1,81,593628
2019,1,82,525766
2019,1,83,480165
2019,1,84,436527
2019,1,85,371082
2019,1,86,337306
2019,1,87,299845
2019,1,88,264191
2019,1,89,232649
2019,1,90,191220
2019,1,91,160941
2019,1,92,131684
2019,1,93,103415
2019,1,94,81893
2019,1,95,61994
2019,1,96,46046
2019,1,97,32611
2019,1,98,23543
2019,1,99,14596
2019,1,100,23472
2020,1,0,2102189
2020,1,1,2100360
2020,1,2,2097112
2020,1,3,2091902
2020,1,4,2054096
2020,1,5,2063363
2020,1,6,2063679
2020,1,7,2054973
2020,1,8,2058612
2020,1,9,2084504
2020,1,10,2079929
2020,1,11,2080040
2020,1,12,2146156
2020,1,13,2157378
2020,1,14,2140262
2020,1,15,2133813
2020,1,16,2140320
2020,1,17,2130786
2020,1,18,2131894
2020,1,19,2195610
2020,1,20,2242675
2020,1,21,2218476
2020,1,22,2229057
2020,1,23,2240878
2020,1,24,2267859
2020,1,25,2321388
2020,1,26,2367942
2020,1,27,2404154
2020,1,28,2454979
2020,1,29,2480686
2020,1,30,2465243
2020,1,31,2364878
2020,1,32,2302458
2020,1,33,2257593
2020,1,34,2258915
2020,1,35,2262610
2020,1,36,2178960
2020,1,37,2200934
2020,1,38,2189781
2020,1,39,2158128
2020,1,40,2202300
2020,1,41,2055044
2020,1,42,2009503
2020,1,43,1980179
2020,1,44,1921205
2020,1,45,1980646
2020,1,46,1908909
2020,1,47,1928047
2020,1,48,2011821
2020,1,49,2117866
2020,1,50,2145443
2020,1,51,2024796
2020,1,52,1974895
2020,1,53,1966129
2020,1,54,1998238
2020,1,55,2110028
2020,1,56,2134332
2020,1,57,2122487
2020,1,58,2109282
2020,1,59,2122682
2020,1,60,2136758
2020,1,61,2048182
2020,1,62,2023139
2020,1,63,1984908
2020,1,64,1898938
2020,1,65,1869702
2020,1,66,1773092
2020,1,67,1691028
2020,1,68,1612521
2020,1,69,1545546
2020,1,70,1496977
2020,1,71,1436669
2020,1,72,1406262
2020,1,73,1447718
2020,1,74,1049359
2020,1,75,1015699
2020,1,76,968327
2020,1,77,968719
2020,1,78,822454
2020,1,79,727238
2020,1,80,667277
2020,1,81,608618
2020,1,82,557060
2020,1,83,489278
2020,1,84,442517
2020,1,85,398129
2020,1,86,335097
2020,1,87,300798
2020,1,88,264628
2020,1,89,230220
2020,1,90,199686
2020,1,91,161567
2020,1,92,133607
2020,1,93,107082
2020,1,94,82342
2020,1,95,63487
2020,1,96,46923
2020,1,97,33760
2020,1,98,23474
2020,1,99,16131
2020,1,100,21155
2021,1,0,2109516
2021,1,1,2109411
2021,1,2,2107495
2021,1,3,2103092
2021,1,4,2097169
2021,1,5,2058864
2021,1,6,2068399
2021,1,7,2069053
2021,1,8,2060846
2021,1,9,2064823
2021,1,10,2090786
2021,1,11,2086025
2021,1,12,2086060
2021,1,13,2152162
2021,1,14,2163706
2021,1,15,2147951
2021,1,16,2143698
2021,1,17,2153058
2021,1,18,2146354
2021,1,19,2149377
2021,1,20,2213980
2021,1,21,2261328
2021,1,22,2237206
2021,1,23,2247218
2021,1,24,2258485
2021,1,25,2284716
2021,1,26,2337334
2021,1,27,2382925
2021,1,28,2418305
2021,1,29,2468187
2021,1,30,2492879
2021,1,31,2475924
2021,1,32,2374472
2021,1,33,2310481
2021,1,34,2264688
2021,1,35,2264942
2021,1,36,2267328
2021,1,37,2182505
2021,1,38,2203580
2021,1,39,2191548
2021,1,40,2159123
2021,1,41,2202299
2021,1,42,2055173
2021,1,43,2009335
2021,1,44,1979844
2021,1,45,1920490
2021,1,46,1978696
2021,1,47,1905921
2021,1,48,1923469
2021,1,49,2005393
2021,1,50,2109595
2021,1,51,2135829
2021,1,52,2015284
2021,1,53,1964870
2021,1,54,1955587
2021,1,55,1986724
2021,1,56,2096827
2021,1,57,2120001
2021,1,58,2107069
2021,1,59,2092692
2021,1,60,2104582
2021,1,61,2116952
2021,1,62,2027642
2021,1,63,2001121
2021,1,64,1961395
2021,1,65,1874533
2021,1,66,1843460
2021,1,67,1746206
2021,1,68,1663122
2021,1,69,1583548
2021,1,70,1515287
2021,1,71,1464762
2021,1,72,1402941
2021,1,73,1369985
2021,1,74,1406801
2021,1,75,1017093
2021,1,76,981448
2021,1,77,932505
2021,1,78,929123
2021,1,79,785402
2021,1,80,690851
2021,1,81,630154
2021,1,82,570814
2021,1,83,518404
2021,1,84,451409
2021,1,85,404433
2021,1,86,360302
2021,1,87,300061
2021,1,88,266264
2021,1,89,231308
2021,1,90,198450
2021,1,91,169551
2021,1,92,134959
2021,1,93,109662
2021,1,94,86255
2021,1,95,64997
2021,1,96,49053
2021,1,97,35435
2021,1,98,24893
2021,1,99,16886
2021,1,100,23333
2002,2,0,1932939
2002,2,1,1960195
2002,2,2,1883190
2002,2,3,1859439
2002,2,4,1861887
2002,2,5,1876401
2002,2,6,1911028
2002,2,7,1943048
2002,2,8,1962016
2002,2,9,2007242
2002,2,10,2072652
2002,2,11,2095934
2002,2,12,2134909
2002,2,13,2052880
2002,2,14,2015047
2002,2,15,1996259
2002,2,16,2004322
2002,2,17,2007233
2002,2,18,1971434
2002,2,19,2002631
2002,2,20,2018607
2002,2,21,2051942
2002,2,22,2036887
2002,2,23,1931984
2002,2,24,1876825
2002,2,25,1862425
2002,2,26,1813125
2002,2,27,1876960
2002,2,28,1824836
2002,2,29,1871240
2002,2,30,1981699
2002,2,31,2098098
2002,2,32,2146046
2002,2,33,2036914
2002,2,34,2007436
2002,2,35,2024887
2002,2,36,2083908
2002,2,37,2230362
2002,2,38,2280768
2002,2,39,2283521
2002,2,40,2291233
2002,2,41,2326545
2002,2,42,2360011
2002,2,43,2279943
2002,2,44,2278277
2002,2,45,2260411
2002,2,46,2180913
2002,2,47,2189603
2002,2,48,2107972
2002,2,49,2046892
2002,2,50,1978124
2002,2,51,1939473
2002,2,52,1930904
2002,2,53,1867431
2002,2,54,1855880
2002,2,55,1940351
2002,2,56,1463840
2002,2,57,1459583
2002,2,58,1444145
2002,2,59,1494071
2002,2,60,1323400
2002,2,61,1238720
2002,2,62,1207560
2002,2,63,1150553
2002,2,64,1131435
2002,2,65,1073097
2002,2,66,1058192
2002,2,67,1064068
2002,2,68,981106
2002,2,69,987351
2002,2,70,978995
2002,2,71,979452
2002,2,72,997815
2002,2,73,948338
2002,2,74,948244
2002,2,75,924736
2002,2,76,899159
2002,2,77,893289
2002,2,78,852413
2002,2,79,799095
2002,2,80,769357
2002,2,81,725072
2002,2,82,672556
2002,2,83,582764
2002,2,84,545663
2002,2,85,479823
2002,2,86,436344
2002,2,87,396362
2002,2,88,345082
2002,2,89,297066
2002,2,90,245523
2002,2,91,206104
2002,2,92,167818
2002,2,93,130217
2002,2,94,104971
2002,2,95,77910
2002,2,96,57814
2002,2,97,42398
2002,2,98,29751
2002,2,99,21515
2002,2,100,38748
2003,2,0,1942634
2003,2,1,1926719
2003,2,2,1959311
2003,2,3,1885740
2003,2,4,1864923
2003,2,5,1867683
2003,2,6,1877108
2003,2,7,1916822
2003,2,8,1946758
2003,2,9,1972876
2003,2,10,2049649
2003,2,11,2077602
2003,2,12,2114378
2003,2,13,2144999
2003,2,14,2058247
2003,2,15,2032351
2003,2,16,2012581
2003,2,17,2015547
2003,2,18,2032257
2003,2,19,1993831
2003,2,20,2010652
2003,2,21,2031746
2003,2,22,2057360
2003,2,23,2048153
2003,2,24,1945812
2003,2,25,1898603
2003,2,26,1870192
2003,2,27,1831742
2003,2,28,1882450
2003,2,29,1824117
2003,2,30,1894832
2003,2,31,1979254
2003,2,32,2120394
2003,2,33,2154626
2003,2,34,2044712
2003,2,35,2018457
2003,2,36,2031827
2003,2,37,2087581
2003,2,38,2236167
2003,2,39,2286069
2003,2,40,2285662
2003,2,41,2296230
2003,2,42,2326876
2003,2,43,2363514
2003,2,44,2274320
2003,2,45,2275557
2003,2,46,2262137
2003,2,47,2183207
2003,2,48,2186886
2003,2,49,2109478
2003,2,50,2041746
2003,2,51,1982259
2003,2,52,1935134
2003,2,53,1931805
2003,2,54,1868710
2003,2,55,1848350
2003,2,56,1941139
2003,2,57,1458769
2003,2,58,1456110
2003,2,59,1437588
2003,2,60,1481214
2003,2,61,1322858
2003,2,62,1232608
2003,2,63,1201532
2003,2,64,1139251
2003,2,65,1124059
2003,2,66,1062639
2003,2,67,1048005
2003,2,68,1051571
2003,2,69,967432
2003,2,70,969166
2003,2,71,964958
2003,2,72,959437
2003,2,73,977035
2003,2,74,923900
2003,2,75,919089
2003,2,76,899842
2003,2,77,868089
2003,2,78,861328
2003,2,79,817634
2003,2,80,760319
2003,2,81,732492
2003,2,82,683447
2003,2,83,630578
2003,2,84,540339
2003,2,85,501555
2003,2,86,437102
2003,2,87,393262
2003,2,88,351340
2003,2,89,302029
2003,2,90,253057
2003,2,91,207858
2003,2,92,171391
2003,2,93,134899
2003,2,94,103191
2003,2,95,80986
2003,2,96,58594
2003,2,97,42364
2003,2,98,30126
2003,2,99,21397
2003,2,100,38824
2004,2,0,1962216
2004,2,1,1932894
2004,2,2,1925324
2004,2,3,1962287
2004,2,4,1892670
2004,2,5,1871767
2004,2,6,1867533
2004,2,7,1883869
2004,2,8,1920442
2004,2,9,1959620
2004,2,10,2026099
2004,2,11,2050854
2004,2,12,2097086
2004,2,13,2122487
2004,2,14,2147180
2004,2,15,2076760
2004,2,16,2048548
2004,2,17,2021150
2004,2,18,2041748
2004,2,19,2054587
2004,2,20,1998909
2004,2,21,2024168
2004,2,22,2035635
2004,2,23,2069230
2004,2,24,2062699
2004,2,25,1970554
2004,2,26,1904276
2004,2,27,1890889
2004,2,28,1835016
2004,2,29,1878345
2004,2,30,1853220
2004,2,31,1889889
2004,2,32,2006472
2004,2,33,2129110
2004,2,34,2162454
2004,2,35,2057123
2004,2,36,2025428
2004,2,37,2034825
2004,2,38,2093890
2004,2,39,2242054
2004,2,40,2287941
2004,2,41,2291770
2004,2,42,2296066
2004,2,43,2331007
2004,2,44,2355630
2004,2,45,2271294
2004,2,46,2278419
2004,2,47,2265496
2004,2,48,2179769
2004,2,49,2189528
2004,2,50,2102958
2004,2,51,2048324
2004,2,52,1976684
2004,2,53,1937112
2004,2,54,1934545
2004,2,55,1859415
2004,2,56,1850723
2004,2,57,1933353
2004,2,58,1455355
2004,2,59,1449103
2004,2,60,1423305
2004,2,61,1482907
2004,2,62,1316213
2004,2,63,1226632
2004,2,64,1188741
2004,2,65,1132615
2004,2,66,1112641
2004,2,67,1052462
2004,2,68,1035666
2004,2,69,1037034
2004,2,70,948585
2004,2,71,956125
2004,2,72,944588
2004,2,73,939444
2004,2,74,951203
2004,2,75,894247
2004,2,76,895466
2004,2,77,868370
2004,2,78,837128
2004,2,79,826108
2004,2,80,777143
2004,2,81,724777
2004,2,82,689937
2004,2,83,641326
2004,2,84,584240
2004,2,85,496338
2004,2,86,457683
2004,2,87,393874
2004,2,88,348396
2004,2,89,307706
2004,2,90,256357
2004,2,91,214816
2004,2,92,173060
2004,2,93,137483
2004,2,94,107065
2004,2,95,79542
2004,2,96,61009
2004,2,97,42901
2004,2,98,29967
2004,2,99,21735
2004,2,100,38652
2005,2,0,1956682
2005,2,1,1950494
2005,2,2,1932337
2005,2,3,1930395
2005,2,4,1971897
2005,2,5,1901483
2005,2,6,1871697
2005,2,7,1876179
2005,2,8,1888355
2005,2,9,1936186
2005,2,10,2024518
2005,2,11,2024711
2005,2,12,2072265
2005,2,13,2104267
2005,2,14,2122621
2005,2,15,2168521
2005,2,16,2094194
2005,2,17,2055847
2005,2,18,2050714
2005,2,19,2065513
2005,2,20,2055521
2005,2,21,2011168
2005,2,22,2024927
2005,2,23,2046870
2005,2,24,2084320
2005,2,25,2090577
2005,2,26,1973649
2005,2,27,1927615
2005,2,28,1891577
2005,2,29,1829126
2005,2,30,1914556
2005,2,31,1845744
2005,2,32,1921927
2005,2,33,2015588
2005,2,34,2137339
2005,2,35,2176855
2005,2,36,2064403
2005,2,37,2028122
2005,2,38,2041731
2005,2,39,2100509
2005,2,40,2244129
2005,2,41,2295371
2005,2,42,2291530
2005,2,43,2301346
2005,2,44,2321347
2005,2,45,2352677
2005,2,46,2276013
2005,2,47,2283353
2005,2,48,2261293
2005,2,49,2183752
2005,2,50,2181791
2005,2,51,2112391
2005,2,52,2041805
2005,2,53,1980116
2005,2,54,1941338
2005,2,55,1923637
2005,2,56,1863943
2005,2,57,1842786
2005,2,58,1929365
2005,2,59,1448128
2005,2,60,1433435
2005,2,61,1428216
2005,2,62,1475790
2005,2,63,1310319
2005,2,64,1212791
2005,2,65,1183371
2005,2,66,1121292
2005,2,67,1102944
2005,2,68,1040489
2005,2,69,1021404
2005,2,70,1016272
2005,2,71,937061
2005,2,72,935793
2005,2,73,925511
2005,2,74,914432
2005,2,75,920144
2005,2,76,872922
2005,2,77,864332
2005,2,78,838488
2005,2,79,803370
2005,2,80,785122
2005,2,81,742630
2005,2,82,683339
2005,2,83,648391
2005,2,84,595097
2005,2,85,537386
2005,2,86,454007
2005,2,87,414237
2005,2,88,349221
2005,2,89,306119
2005,2,90,261250
2005,2,91,218723
2005,2,92,180091
2005,2,93,139000
2005,2,94,109853
2005,2,95,82962
2005,2,96,60297
2005,2,97,45052
2005,2,98,30463
2005,2,99,21859
2005,2,100,38935
2006,2,0,1975919
2006,2,1,1942541
2006,2,2,1950420
2006,2,3,1939447
2006,2,4,1942684
2006,2,5,1982961
2006,2,6,1901451
2006,2,7,1882266
2006,2,8,1881597
2006,2,9,1906898
2006,2,10,2012412
2006,2,11,2020446
2006,2,12,2048001
2006,2,13,2078526
2006,2,14,2102559
2006,2,15,2146323
2006,2,16,2187586
2006,2,17,2100214
2006,2,18,2088493
2006,2,19,2074677
2006,2,20,2063126
2006,2,21,2067384
2006,2,22,2009498
2006,2,23,2036060
2006,2,24,2062716
2006,2,25,2115632
2006,2,26,2090828
2006,2,27,1999674
2006,2,28,1925997
2006,2,29,1882291
2006,2,30,1870844
2006,2,31,1903298
2006,2,32,1882413
2006,2,33,1931252
2006,2,34,2024111
2006,2,35,2153617
2006,2,36,2184485
2006,2,37,2066577
2006,2,38,2035923
2006,2,39,2048846
2006,2,40,2102820
2006,2,41,2252637
2006,2,42,2294736
2006,2,43,2297856
2006,2,44,2290114
2006,2,45,2318320
2006,2,46,2359182
2006,2,47,2282479
2006,2,48,2278808
2006,2,49,2266666
2006,2,50,2175011
2006,2,51,2194302
2006,2,52,2104762
2006,2,53,2046556
2006,2,54,1985489
2006,2,55,1928603
2006,2,56,1930335
2006,2,57,1855370
2006,2,58,1839667
2006,2,59,1919090
2006,2,60,1430756
2006,2,61,1441590
2006,2,62,1422085
2006,2,63,1469890
2006,2,64,1294668
2006,2,65,1208196
2006,2,66,1171707
2006,2,67,1112106
2006,2,68,1090864
2006,2,69,1026329
2006,2,70,1000140
2006,2,71,1005603
2006,2,72,917086
2006,2,73,917734
2006,2,74,900873
2006,2,75,884121
2006,2,76,900407
2006,2,77,842943
2006,2,78,835874
2006,2,79,805791
2006,2,80,763565
2006,2,81,752401
2006,2,82,701199
2006,2,83,643892
2006,2,84,602492
2006,2,85,549009
2006,2,86,493290
2006,2,87,412508
2006,2,88,368901
2006,2,89,307962
2006,2,90,260384
2006,2,91,224701
2006,2,92,184701
2006,2,93,145440
2006,2,94,111982
2006,2,95,85922
2006,2,96,63511
2006,2,97,44967
2006,2,98,32321
2006,2,99,22450
2006,2,100,39490
2007,2,0,2027181
2007,2,1,1958096
2007,2,2,1942309
2007,2,3,1958867
2007,2,4,1953816
2007,2,5,1955007
2007,2,6,1981981
2007,2,7,1913487
2007,2,8,1887870
2007,2,9,1902338
2007,2,10,1992946
2007,2,11,2005151
2007,2,12,2044995
2007,2,13,2052707
2007,2,14,2074283
2007,2,15,2127798
2007,2,16,2165619
2007,2,17,2191076
2007,2,18,2135140
2007,2,19,2111693
2007,2,20,2067209
2007,2,21,2072600
2007,2,22,2060669
2007,2,23,2018612
2007,2,24,2051073
2007,2,25,2094993
2007,2,26,2111654
2007,2,27,2118406
2007,2,28,1992509
2007,2,29,1911697
2007,2,30,1929353
2007,2,31,1855504
2007,2,32,1944828
2007,2,33,1890567
2007,2,34,1939082
2007,2,35,2040888
2007,2,36,2160312
2007,2,37,2184832
2007,2,38,2074052
2007,2,39,2042755
2007,2,40,2050266
2007,2,41,2111306
2007,2,42,2251520
2007,2,43,2301759
2007,2,44,2284312
2007,2,45,2286767
2007,2,46,2325773
2007,2,47,2367220
2007,2,48,2277094
2007,2,49,2285359
2007,2,50,2256393
2007,2,51,2189912
2007,2,52,2185395
2007,2,53,2110678
2007,2,54,2053371
2007,2,55,1970420
2007,2,56,1936853
2007,2,57,1920539
2007,2,58,1852510
2007,2,59,1829151
2007,2,60,1893411
2007,2,61,1441286
2007,2,62,1435809
2007,2,63,1417309
2007,2,64,1451383
2007,2,65,1290637
2007,2,66,1195702
2007,2,67,1162703
2007,2,68,1099908
2007,2,69,1075855
2007,2,70,1003987
2007,2,71,990705
2007,2,72,983890
2007,2,73,899567
2007,2,74,892848
2007,2,75,870058
2007,2,76,866442
2007,2,77,869410
2007,2,78,815742
2007,2,79,803572
2007,2,80,765528
2007,2,81,732857
2007,2,82,710665
2007,2,83,661644
2007,2,84,598573
