year,sex,age,value
2007,2,85,556007
2007,2,86,505292
2007,2,87,449099
2007,2,88,367595
2007,2,89,326722
2007,2,90,261169
2007,2,91,224933
2007,2,92,190722
2007,2,93,149037
2007,2,94,117872
2007,2,95,87778
2007,2,96,66117
2007,2,97,47563
2007,2,98,32305
2007,2,99,23934
2007,2,100,40164
2008,2,0,2022889
2008,2,1,2005602
2008,2,2,1957878
2008,2,3,1952383
2008,2,4,1975431
2008,2,5,1968133
2008,2,6,1953618
2008,2,7,1995829
2008,2,8,1919626
2008,2,9,1911282
2008,2,10,1999441
2008,2,11,1982889
2008,2,12,2031304
2008,2,13,2048464
2008,2,14,2046376
2008,2,15,2101218
2008,2,16,2147828
2008,2,17,2167548
2008,2,18,2230353
2008,2,19,2158201
2008,2,20,2099954
2008,2,21,2075396
2008,2,22,2062511
2008,2,23,2068397
2008,2,24,2033308
2008,2,25,2084941
2008,2,26,2087875
2008,2,27,2141001
2008,2,28,2106335
2008,2,29,1973380
2008,2,30,1964887
2008,2,31,1909543
2008,2,32,1900958
2008,2,33,1952623
2008,2,34,1897868
2008,2,35,1956588
2008,2,36,2047585
2008,2,37,2159900
2008,2,38,2192623
2008,2,39,2081113
2008,2,40,2043855
2008,2,41,2058913
2008,2,42,2109888
2008,2,43,2259139
2008,2,44,2286129
2008,2,45,2280805
2008,2,46,2295486
2008,2,47,2334953
2008,2,48,2360935
2008,2,49,2284804
2008,2,50,2273904
2008,2,51,2274367
2008,2,52,2179899
2008,2,53,2192990
2008,2,54,2119393
2008,2,55,2035932
2008,2,56,1980548
2008,2,57,1926122
2008,2,58,1918225
2008,2,59,1841411
2008,2,60,1802265
2008,2,61,1911784
2008,2,62,1435908
2008,2,63,1431620
2008,2,64,1397948
2008,2,65,1448356
2008,2,66,1277374
2008,2,67,1186870
2008,2,68,1150404
2008,2,69,1084904
2008,2,70,1051554
2008,2,71,995703
2008,2,72,968816
2008,2,73,965653
2008,2,74,874610
2008,2,75,861340
2008,2,76,854043
2008,2,77,836424
2008,2,78,842232
2008,2,79,784458
2008,2,80,762902
2008,2,81,736191
2008,2,82,692151
2008,2,83,671398
2008,2,84,615304
2008,2,85,552900
2008,2,86,512429
2008,2,87,461487
2008,2,88,399902
2008,2,89,326264
2008,2,90,277185
2008,2,91,226144
2008,2,92,191746
2008,2,93,153935
2008,2,94,121080
2008,2,95,92829
2008,2,96,67705
2008,2,97,49770
2008,2,98,34174
2008,2,99,24011
2008,2,100,41465
2009,2,0,1959169
2009,2,1,1997919
2009,2,2,2005270
2009,2,3,1969393
2009,2,4,1970678
2009,2,5,1991556
2009,2,6,1966642
2009,2,7,1968502
2009,2,8,2002104
2009,2,9,1945940
2009,2,10,2019572
2009,2,11,1986140
2009,2,12,2010144
2009,2,13,2033250
2009,2,14,2039626
2009,2,15,2074716
2009,2,16,2121530
2009,2,17,2147758
2009,2,18,2208513
2009,2,19,2252054
2009,2,20,2141586
2009,2,21,2106392
2009,2,22,2060876
2009,2,23,2068493
2009,2,24,2082066
2009,2,25,2068547
2009,2,26,2074481
2009,2,27,2118250
2009,2,28,2124289
2009,2,29,2081304
2009,2,30,2033069
2009,2,31,1940091
2009,2,32,1960227
2009,2,33,1907798
2009,2,34,1959374
2009,2,35,1915747
2009,2,36,1962556
2009,2,37,2046428
2009,2,38,2167821
2009,2,39,2199617
2009,2,40,2081313
2009,2,41,2052619
2009,2,42,2056603
2009,2,43,2117558
2009,2,44,2241348
2009,2,45,2282194
2009,2,46,2290719
2009,2,47,2305711
2009,2,48,2327859
2009,2,49,2370091
2009,2,50,2271859
2009,2,51,2294505
2009,2,52,2262914
2009,2,53,2188666
2009,2,54,2203336
2009,2,55,2099236
2009,2,56,2048144
2009,2,57,1968595
2009,2,58,1924101
2009,2,59,1906141
2009,2,60,1811564
2009,2,61,1823104
2009,2,62,1905712
2009,2,63,1432316
2009,2,64,1410628
2009,2,65,1396005
2009,2,66,1433620
2009,2,67,1268698
2009,2,68,1174695
2009,2,69,1134860
2009,2,70,1059376
2009,2,71,1044260
2009,2,72,973444
2009,2,73,951400
2009,2,74,938799
2009,2,75,842856
2009,2,76,847071
2009,2,77,824353
2009,2,78,810924
2009,2,79,810576
2009,2,80,744268
2009,2,81,735205
2009,2,82,695764
2009,2,83,654726
2009,2,84,624897
2009,2,85,569154
2009,2,86,510860
2009,2,87,469029
2009,2,88,411852
2009,2,89,355894
2009,2,90,276668
2009,2,91,241967
2009,2,92,193442
2009,2,93,155012
2009,2,94,125806
2009,2,95,95624
2009,2,96,72182
2009,2,97,51151
2009,2,98,35881
2009,2,99,25068
2009,2,100,42364
2010,2,0,1932956
2010,2,1,1937495
2010,2,2,2002076
2010,2,3,2010539
2010,2,4,1993132
2010,2,5,1988040
2010,2,6,1993539
2010,2,7,1979890
2010,2,8,1971115
2010,2,9,2018346
2010,2,10,2044855
2010,2,11,2010658
2010,2,12,2009612
2010,2,13,2014653
2010,2,14,2022622
2010,2,15,2060501
2010,2,16,2098149
2010,2,17,2123434
2010,2,18,2184954
2010,2,19,2236167
2010,2,20,2236375
2010,2,21,2146584
2010,2,22,2098444
2010,2,23,2065801
2010,2,24,2082012
2010,2,25,2111998
2010,2,26,2058239
2010,2,27,2101693
2010,2,28,2112375
2010,2,29,2097821
2010,2,30,2136630
2010,2,31,2015943
2010,2,32,1981232
2010,2,33,1969714
2010,2,34,1913256
2010,2,35,1973470
2010,2,36,1922593
2010,2,37,1961993
2010,2,38,2051930
2010,2,39,2175458
2010,2,40,2197656
2010,2,41,2089295
2010,2,42,2050698
2010,2,43,2062581
2010,2,44,2103666
2010,2,45,2236398
2010,2,46,2290687
2010,2,47,2297297
2010,2,48,2299123
2010,2,49,2336396
2010,2,50,2355083
2010,2,51,2288964
2010,2,52,2283218
2010,2,53,2268280
2010,2,54,2196617
2010,2,55,2183541
2010,2,56,2108518
2010,2,57,2036365
2010,2,58,1963601
2010,2,59,1914635
2010,2,60,1874346
2010,2,61,1828592
2010,2,62,1815901
2010,2,63,1898165
2010,2,64,1414128
2010,2,65,1405733
2010,2,66,1381470
2010,2,67,1423499
2010,2,68,1254056
2010,2,69,1161010
2010,2,70,1108455
2010,2,71,1050293
2010,2,72,1021235
2010,2,73,955622
2010,2,74,927131
2010,2,75,906202
2010,2,76,828133
2010,2,77,818297
2010,2,78,799415
2010,2,79,781047
2010,2,80,770516
2010,2,81,716517
2010,2,82,695493
2010,2,83,658352
2010,2,84,611246
2010,2,85,577265
2010,2,86,526093
2010,2,87,467538
2010,2,88,420412
2010,2,89,365740
2010,2,90,306968
2010,2,91,240204
2010,2,92,205436
2010,2,93,158944
2010,2,94,127021
2010,2,95,99410
2010,2,96,75200
2010,2,97,54165
2010,2,98,37567
2010,2,99,26098
2010,2,100,45080
2011,2,0,1934662
2011,2,1,1940953
2011,2,2,1944262
2011,2,3,2007855
2011,2,4,2015652
2011,2,5,1998032
2011,2,6,1993056
2011,2,7,1998703
2011,2,8,1985022
2011,2,9,1976329
2011,2,10,2023700
2011,2,11,2050346
2011,2,12,2016274
2011,2,13,2015188
2011,2,14,2020511
2011,2,15,2029232
2011,2,16,2068223
2011,2,17,2108044
2011,2,18,2135439
2011,2,19,2198074
2011,2,20,2249479
2011,2,21,2249762
2011,2,22,2160911
2011,2,23,2113845
2011,2,24,2081610
2011,2,25,2098160
2011,2,26,2127121
2011,2,27,2072215
2011,2,28,2114658
2011,2,29,2123762
2011,2,30,2107849
2011,2,31,2145409
2011,2,32,2023524
2011,2,33,1987958
2011,2,34,1975827
2011,2,35,1918802
2011,2,36,1978063
2011,2,37,1926500
2011,2,38,1965266
2011,2,39,2054401
2011,2,40,2177053
2011,2,41,2198606
2011,2,42,2089536
2011,2,43,2050420
2011,2,44,2061964
2011,2,45,2102341
2011,2,46,2234112
2011,2,47,2287490
2011,2,48,2293361
2011,2,49,2294419
2011,2,50,2330745
2011,2,51,2348894
2011,2,52,2282146
2011,2,53,2275881
2011,2,54,2260319
2011,2,55,2188106
2011,2,56,2174752
2011,2,57,2099226
2011,2,58,2026802
2011,2,59,1953600
2011,2,60,1904344
2011,2,61,1863365
2011,2,62,1816309
2011,2,63,1802270
2011,2,64,1882604
2011,2,65,1401714
2011,2,66,1392310
2011,2,67,1366682
2011,2,68,1406762
2011,2,69,1237782
2011,2,70,1144397
2011,2,71,1091024
2011,2,72,1032041
2011,2,73,1001679
2011,2,74,935355
2011,2,75,905517
2011,2,76,882836
2011,2,77,804306
2011,2,78,792342
2011,2,79,771252
2011,2,80,750405
2011,2,81,736884
2011,2,82,681435
2011,2,83,657136
2011,2,84,617386
2011,2,85,568257
2011,2,86,531646
2011,2,87,479400
2011,2,88,421111
2011,2,89,373650
2011,2,90,320615
2011,2,91,264760
2011,2,92,203785
2011,2,93,171054
2011,2,94,129467
2011,2,95,101421
2011,2,96,77438
2011,2,97,57123
2011,2,98,40078
2011,2,99,26995
2011,2,100,47427
2012,2,0,1918828
2012,2,1,1942336
2012,2,2,1947592
2012,2,3,1949981
2012,2,4,2012988
2012,2,5,2020418
2012,2,6,2002786
2012,2,7,1998086
2012,2,8,2003845
2012,2,9,1990297
2012,2,10,1981743
2012,2,11,2029338
2012,2,12,2056039
2012,2,13,2021656
2012,2,14,2020770
2012,2,15,2026735
2012,2,16,2036584
2012,2,17,2077863
2012,2,18,2119630
2012,2,19,2147693
2012,2,20,2210631
2012,2,21,2262957
2012,2,22,2264179
2012,2,23,2175939
2012,2,24,2129527
2012,2,25,2097367
2012,2,26,2112998
2012,2,27,2141291
2012,2,28,2085170
2012,2,29,2126133
2012,2,30,2133834
2012,2,31,2116673
2012,2,32,2153047
2012,2,33,2030325
2012,2,34,1994079
2012,2,35,1981173
2012,2,36,1923571
2012,2,37,1982198
2012,2,38,1930040
2012,2,39,1968104
2012,2,40,2056368
2012,2,41,2178015
2012,2,42,2198919
2012,2,43,2089473
2012,2,44,2050081
2012,2,45,2060732
2012,2,46,2100124
2012,2,47,2231187
2012,2,48,2283858
2012,2,49,2288921
2012,2,50,2289226
2012,2,51,2324763
2012,2,52,2341945
2012,2,53,2274709
2012,2,54,2267873
2012,2,55,2251670
2012,2,56,2179161
2012,2,57,2165374
2012,2,58,2089451
2012,2,59,2016783
2012,2,60,1942942
2012,2,61,1893143
2012,2,62,1851375
2012,2,63,1802987
2012,2,64,1787670
2012,2,65,1866323
2012,2,66,1388480
2012,2,67,1378097
2012,2,68,1350814
2012,2,69,1388824
2012,2,70,1220454
2012,2,71,1127132
2012,2,72,1072873
2012,2,73,1013036
2012,2,74,981299
2012,2,75,914365
2012,2,76,882988
2012,2,77,858483
2012,2,78,779613
2012,2,79,765388
2012,2,80,741929
2012,2,81,718584
2012,2,82,702057
2012,2,83,645056
2012,2,84,617529
2012,2,85,575428
2012,2,86,524645
2012,2,87,485897
2012,2,88,433184
2012,2,89,375802
2012,2,90,328636
2012,2,91,277841
2012,2,92,225462
2012,2,93,170574
2012,2,94,140362
2012,2,95,103744
2012,2,96,79602
2012,2,97,59221
2012,2,98,42561
2012,2,99,29076
2012,2,100,50040
2013,2,0,1921535
2013,2,1,1926975
2013,2,2,1949474
2013,2,3,1953937
2013,2,4,1955716
2013,2,5,2018270
2013,2,6,2025457
2013,2,7,2008054
2013,2,8,2003689
2013,2,9,2009475
2013,2,10,1995722
2013,2,11,1987192
2013,2,12,2034851
2013,2,13,2061499
2013,2,14,2027450
2013,2,15,2027258
2013,2,16,2034495
2013,2,17,2046345
2013,2,18,2089550
2013,2,19,2131812
2013,2,20,2159505
2013,2,21,2223571
2013,2,22,2277560
2013,2,23,2279500
2013,2,24,2191358
2013,2,25,2144936
2013,2,26,2112322
2013,2,27,2127054
2013,2,28,2153980
2013,2,29,2096829
2013,2,30,2136839
2013,2,31,2142681
2013,2,32,2124301
2013,2,33,2159798
2013,2,34,2036219
2013,2,35,1999361
2013,2,36,1985882
2013,2,37,1927787
2013,2,38,1985704
2013,2,39,1932840
2013,2,40,1970063
2013,2,41,2057646
2013,2,42,2178476
2013,2,43,2198626
2013,2,44,2088835
2013,2,45,2048742
2013,2,46,2058600
2013,2,47,2097525
2013,2,48,2227734
2013,2,49,2279475
2013,2,50,2283715
2013,2,51,2282991
2013,2,52,2317543
2013,2,53,2334346
2013,2,54,2266574
2013,2,55,2259005
2013,2,56,2241925
2013,2,57,2169077
2013,2,58,2154864
2013,2,59,2078654
2013,2,60,2005438
2013,2,61,1931061
2013,2,62,1880731
2013,2,63,1838238
2013,2,64,1788473
2013,2,65,1771753
2013,2,66,1848421
2013,2,67,1373973
2013,2,68,1362270
2013,2,69,1333184
2013,2,70,1369092
2013,2,71,1201673
2013,2,72,1108114
2013,2,73,1052801
2013,2,74,991933
2013,2,75,958751
2013,2,76,891081
2013,2,77,858000
2013,2,78,831546
2013,2,79,752272
2013,2,80,735588
2013,2,81,709699
2013,2,82,683617
2013,2,83,663667
2013,2,84,605095
2013,2,85,574405
2013,2,86,530267
2013,2,87,478290
2013,2,88,437992
2013,2,89,385521
2013,2,90,329759
2013,2,91,283679
2013,2,92,235927
2013,2,93,187731
2013,2,94,139462
2013,2,95,112249
2013,2,96,80812
2013,2,97,60670
2013,2,98,43866
2013,2,99,30672
2013,2,100,52817
2014,2,0,1930276
2014,2,1,1930380
2014,2,2,1934959
2014,2,3,1956678
2014,2,4,1960508
2014,2,5,1961786
2014,2,6,2024017
2014,2,7,2031240
2014,2,8,2014018
2014,2,9,2009689
2014,2,10,2015514
2014,2,11,2001620
2014,2,12,1992903
2014,2,13,2040800
2014,2,14,2067872
2014,2,15,2034823
2014,2,16,2035999
2014,2,17,2045266
2014,2,18,2059277
2014,2,19,2102909
2014,2,20,2144467
2014,2,21,2173240
2014,2,22,2239095
2014,2,23,2294201
2014,2,24,2296658
2014,2,25,2208092
2014,2,26,2160935
2014,2,27,2127935
2014,2,28,2141274
2014,2,29,2167038
2014,2,30,2109158
2014,2,31,2147071
2014,2,32,2151219
2014,2,33,2131991
2014,2,34,2166689
2014,2,35,2041918
2014,2,36,2004540
2014,2,37,1990584
2014,2,38,1932127
2014,2,39,1989243
2014,2,40,1935367
2014,2,41,1971748
2014,2,42,2058648
2014,2,43,2178522
2014,2,44,2198197
2014,2,45,2087839
2014,2,46,2047150
2014,2,47,2056499
2014,2,48,2094544
2014,2,49,2223762
2014,2,50,2274365
2014,2,51,2277644
2014,2,52,2276180
2014,2,53,2310001
2014,2,54,2326238
2014,2,55,2257827
2014,2,56,2249462
2014,2,57,2231799
2014,2,58,2158615
2014,2,59,2143935
2014,2,60,2067173
2014,2,61,1993446
2014,2,62,1918720
2014,2,63,1867631
2014,2,64,1824321
2014,2,65,1773145
2014,2,66,1754867
2014,2,67,1829304
2014,2,68,1358618
2014,2,69,1345551
2014,2,70,1315036
2014,2,71,1349006
2014,2,72,1182405
2014,2,73,1088386
2014,2,74,1031931
2014,2,75,970206
2014,2,76,935564
2014,2,77,867025
2014,2,78,832232
2014,2,79,803792
2014,2,80,724198
2014,2,81,705178
2014,2,82,676828
2014,2,83,647915
2014,2,84,624660
2014,2,85,564871
2014,2,86,531525
2014,2,87,485941
2014,2,88,433504
2014,2,89,392370
2014,2,90,340775
2014,2,91,287300
2014,2,92,243041
2014,2,93,198834
2014,2,94,155024
2014,2,95,113176
2014,2,96,89087
2014,2,97,62407
2014,2,98,45887
2014,2,99,32245
2014,2,100,57108
2015,2,0,1946335
2015,2,1,1939447
2015,2,2,1938866
2015,2,3,1942748
2015,2,4,1963920
2015,2,5,1967301
2015,2,6,1968114
2015,2,7,2030198
2015,2,8,2037381
2015,2,9,2020245
2015,2,10,2016098
2015,2,11,2021568
2015,2,12,2007613
2015,2,13,1999379
2015,2,14,2047705
2015,2,15,2075905
2015,2,16,2043984
2015,2,17,2047162
2015,2,18,2058607
2015,2,19,2072829
2015,2,20,2116041
2015,2,21,2158539
2015,2,22,2189241
2015,2,23,2256306
2015,2,24,2311946
2015,2,25,2314586
2015,2,26,2225798
2015,2,27,2178130
2015,2,28,2143756
2015,2,29,2155619
2015,2,30,2180452
2015,2,31,2120889
2015,2,32,2157131
2015,2,33,2160401
2015,2,34,2140535
2015,2,35,2174027
2015,2,36,2048091
2015,2,37,2010057
2015,2,38,1995577
2015,2,39,1936493
2015,2,40,1992527
2015,2,41,1938221
2015,2,42,1973791
2015,2,43,2059533
2015,2,44,2178655
2015,2,45,2197453
2015,2,46,2086529
2015,2,47,2045245
2015,2,48,2053749
2015,2,49,2091062
2015,2,50,2218950
2015,2,51,2268577
2015,2,52,2271147
2015,2,53,2269073
2015,2,54,2302158
2015,2,55,2317555
2015,2,56,2248303
2015,2,57,2239156
2015,2,58,2220768
2015,2,59,2147469
2015,2,60,2132161
2015,2,61,2054750
2015,2,62,1980480
2015,2,63,1905173
2015,2,64,1853321
2015,2,65,1808904
2015,2,66,1756632
2015,2,67,1736822
2015,2,68,1808942
2015,2,69,1341956
2015,2,70,1327048
2015,2,71,1294974
2015,2,72,1326453
2015,2,73,1160505
2015,2,74,1065997
2015,2,75,1008477
2015,2,76,945734
2015,2,77,909390
2015,2,78,840109
2015,2,79,803500
2015,2,80,772881
2015,2,81,693049
2015,2,82,671357
2015,2,83,640227
2015,2,84,608465
2015,2,85,581938
2015,2,86,521350
2015,2,87,485759
2015,2,88,439309
2015,2,89,386973
2015,2,90,345651
2015,2,91,295749
2015,2,92,245335
2015,2,93,203664
2015,2,94,163635
2015,2,95,124678
2015,2,96,89392
2015,2,97,68608
2015,2,98,46611
2015,2,99,33560
2015,2,100,60309
2016,2,0,1933398
2016,2,1,1955986
2016,2,2,1948528
2016,2,3,1947162
2016,2,4,1950458
2016,2,5,1971290
2016,2,6,1974200
2016,2,7,1974726
2016,2,8,2036413
2016,2,9,2043524
2016,2,10,2026822
2016,2,11,2022513
2016,2,12,2027943
2016,2,13,2014533
2016,2,14,2006781
2016,2,15,2056081
2016,2,16,2085234
2016,2,17,2055450
2016,2,18,2060836
2016,2,19,2072199
2016,2,20,2085734
2016,2,21,2129507
2016,2,22,2173820
2016,2,23,2205938
2016,2,24,2273771
2016,2,25,2329861
2016,2,26,2332075
2016,2,27,2243014
2016,2,28,2194334
2016,2,29,2158250
2016,2,30,2168817
2016,2,31,2192162
2016,2,32,2131389
2016,2,33,2167106
2016,2,34,2169656
2016,2,35,2148196
2016,2,36,2180194
2016,2,37,2053238
2016,2,38,2014931
2016,2,39,1999974
2016,2,40,1939995
2016,2,41,1995458
2016,2,42,1940397
2016,2,43,1974818
2016,2,44,2059990
2016,2,45,2178117
2016,2,46,2196119
2016,2,47,2084734
2016,2,48,2042659
2016,2,49,2050331
2016,2,50,2086733
2016,2,51,2213550
2016,2,52,2262470
2016,2,53,2264175
2016,2,54,2261281
2016,2,55,2293189
2016,2,56,2307887
2016,2,57,2238076
2016,2,58,2228183
2016,2,59,2208935
2016,2,60,2135237
2016,2,61,2119330
2016,2,62,2041153
2016,2,63,1966279
2016,2,64,1890301
2016,2,65,1837708
2016,2,66,1792444
2016,2,67,1738767
2016,2,68,1717408
2016,2,69,1786797
2016,2,70,1323823
2016,2,71,1307707
2016,2,72,1274191
2016,2,73,1302918
2016,2,74,1137710
2016,2,75,1042777
2016,2,76,984055
2016,2,77,920351
2016,2,78,882464
2016,2,79,812383
2016,2,80,773806
2016,2,81,741026
2016,2,82,660912
2016,2,83,636570
2016,2,84,602871
2016,2,85,568422
2016,2,86,539010
2016,2,87,478200
2016,2,88,440868
2016,2,89,394082
2016,2,90,342516
2016,2,91,301737
2016,2,92,254143
2016,2,93,207293
2016,2,94,168701
2016,2,95,133061
2016,2,96,98874
2016,2,97,69709
2016,2,98,52122
2016,2,99,34278
2016,2,100,64381
2017,2,0,1902229
2017,2,1,1942553
2017,2,2,1964591
2017,2,3,1956345
2017,2,4,1954324
2017,2,5,1957283
2017,2,6,1977675
2017,2,7,1980318
2017,2,8,1980414
2017,2,9,2042051
2017,2,10,2049591
2017,2,11,2032786
2017,2,12,2028464
2017,2,13,2034410
2017,2,14,2021482
2017,2,15,2014532
2017,2,16,2064678
2017,2,17,2095915
2017,2,18,2068226
2017,2,19,2073599
2017,2,20,2084088
2017,2,21,2097874
2017,2,22,2143361
2017,2,23,2189206
2017,2,24,2222005
2017,2,25,2289891
2017,2,26,2345692
2017,2,27,2347763
2017,2,28,2257331
2017,2,29,2207056
2017,2,30,2169624
2017,2,31,2178857
2017,2,32,2200919
2017,2,33,2139826
2017,2,34,2175017
2017,2,35,2176080
2017,2,36,2153094
2017,2,37,2184235
2017,2,38,2057095
2017,2,39,2018267
2017,2,40,2002355
2017,2,41,1942242
2017,2,42,1996977
2017,2,43,1940860
2017,2,44,1974887
2017,2,45,2059096
2017,2,46,2176137
2017,2,47,2193532
2017,2,48,2081521
2017,2,49,2038954
2017,2,50,2045713
2017,2,51,2081249
2017,2,52,2207214
2017,2,53,2255270
2017,2,54,2256009
2017,2,55,2252100
2017,2,56,2283360
2017,2,57,2297128
2017,2,58,2226723
2017,2,59,2216104
2017,2,60,2195969
2017,2,61,2121728
2017,2,62,2105052
2017,2,63,2026085
2017,2,64,1950443
2017,2,65,1873954
2017,2,66,1820532
2017,2,67,1774363
2017,2,68,1719335
2017,2,69,1695964
2017,2,70,1762397
2017,2,71,1304069
2017,2,72,1286542
2017,2,73,1251300
2017,2,74,1277014
2017,2,75,1112557
2017,2,76,1017206
2017,2,77,957388
2017,2,78,892750
2017,2,79,853067
2017,2,80,782025
2017,2,81,741500
2017,2,82,706444
2017,2,83,626160
2017,2,84,599124
2017,2,85,562828
2017,2,86,525983
2017,2,87,494138
2017,2,88,433561
2017,2,89,394985
2017,2,90,348543
2017,2,91,298458
2017,2,92,258931
2017,2,93,214326
2017,2,94,171609
2017,2,95,136630
2017,2,96,105625
2017,2,97,76276
2017,2,98,52978
2017,2,99,38489
2017,2,100,67113
2018,2,0,1863680
2018,2,1,1909808
2018,2,2,1949783
2018,2,3,1971149
2018,2,4,1962288
2018,2,5,1959933
2018,2,6,1962556
2018,2,7,1982758
2018,2,8,1985136
2018,2,9,1985278
2018,2,10,2047367
2018,2,11,2054730
2018,2,12,2037934
2018,2,13,2034103
2018,2,14,2040331
2018,2,15,2028123
2018,2,16,2021917
2018,2,17,2073767
2018,2,18,2106545
2018,2,19,2078346
2018,2,20,2082669
2018,2,21,2093452
2018,2,22,2108756
2018,2,23,2155373
2018,2,24,2201671
2018,2,25,2234325
2018,2,26,2301893
2018,2,27,2357474
2018,2,28,2358252
2018,2,29,2266509
2018,2,30,2215152
2018,2,31,2176604
2018,2,32,2184999
2018,2,33,2206709
2018,2,34,2145351
2018,2,35,2179365
2018,2,36,2178997
2018,2,37,2155169
2018,2,38,2186317
2018,2,39,2058898
2018,2,40,2019210
2018,2,41,2002979
2018,2,42,1942294
2018,2,43,1996003
2018,2,44,1939799
2018,2,45,1973132
2018,2,46,2056436
2018,2,47,2172644
2018,2,48,2189307
2018,2,49,2076952
2018,2,50,2033691
2018,2,51,2039732
2018,2,52,2074772
2018,2,53,2199745
2018,2,54,2246722
2018,2,55,2246386
2018,2,56,2241746
2018,2,57,2271979
2018,2,58,2284890
2018,2,59,2213882
2018,2,60,2202100
2018,2,61,2181027
2018,2,62,2106462
2018,2,63,2088873
2018,2,64,2009293
2018,2,65,1932867
2018,2,66,1855724
2018,2,67,1801724
2018,2,68,1754148
2018,2,69,1697549
2018,2,70,1672708
2018,2,71,1736152
2018,2,72,1282744
2018,2,73,1263573
2018,2,74,1226632
2018,2,75,1248969
2018,2,76,1085389
2018,2,77,989859
2018,2,78,928953
2018,2,79,863287
2018,2,80,821605
2018,2,81,749762
2018,2,82,707340
2018,2,83,669830
2018,2,84,589682
2018,2,85,560021
2018,2,86,521445
2018,2,87,482781
2018,2,88,448790
2018,2,89,389044
2018,2,90,349996
2018,2,91,304481
2018,2,92,256601
2018,2,93,219038
2018,2,94,177960
2018,2,95,139595
2018,2,96,108573
2018,2,97,82100
2018,2,98,57593
2018,2,99,39576
2018,2,100,72153
2019,2,0,1847935
2019,2,1,1871014
2019,2,2,1916500
2019,2,3,1955655
2019,2,4,1976372
2019,2,5,1967081
2019,2,6,1964271
2019,2,7,1966584
2019,2,8,1986471
2019,2,9,1988726
2019,2,10,1989162
2019,2,11,2051224
2019,2,12,2058568
2019,2,13,2042234
2019,2,14,2038819
2019,2,15,2045739
2019,2,16,2034255
2019,2,17,2029872
2019,2,18,2083442
2019,2,19,2115655
2019,2,20,2086544
2019,2,21,2091237
2019,2,22,2103476
2019,2,23,2119886
2019,2,24,2167045
2019,2,25,2213205
2019,2,26,2245334
2019,2,27,2312599
2019,2,28,2366969
2019,2,29,2366339
2019,2,30,2273519
2019,2,31,2220984
2019,2,32,2181619
2019,2,33,2189693
2019,2,34,2210880
2019,2,35,2148244
2019,2,36,2181076
2019,2,37,2180124
2019,2,38,2156217
2019,2,39,2186919
2019,2,40,2058650
2019,2,41,2018752
2019,2,42,2002157
2019,2,43,1940751
2019,2,44,1994174
2019,2,45,1937417
2019,2,46,1970074
2019,2,47,2052817
2019,2,48,2168043
2019,2,49,2184045
2019,2,50,2071196
2019,2,51,2027460
2019,2,52,2033163
2019,2,53,2067526
2019,2,54,2191195
2019,2,55,2236979
2019,2,56,2235893
2019,2,57,2230590
2019,2,58,2259796
2019,2,59,2271644
2019,2,60,2199986
2019,2,61,2187221
2019,2,62,2165425
2019,2,63,2090246
2019,2,64,2071538
2019,2,65,1991169
2019,2,66,1914181
2019,2,67,1836574
2019,2,68,1781346
2019,2,69,1731958
2019,2,70,1674584
2019,2,71,1647705
2019,2,72,1707812
2019,2,73,1259662
2019,2,74,1238863
2019,2,75,1199896
2019,2,76,1218702
2019,2,77,1056331
2019,2,78,960647
2019,2,79,898590
2019,2,80,831640
2019,2,81,788013
2019,2,82,715575
2019,2,83,671025
2019,2,84,631230
2019,2,85,551385
2019,2,86,519340
2019,2,87,479078
2019,2,88,438887
2019,2,89,403333
2019,2,90,345227
2019,2,91,306231
2019,2,92,262383
2019,2,93,217370
2019,2,94,182384
2019,2,95,145092
2019,2,96,111417
2019,2,97,84358
2019,2,98,62607
2019,2,99,42528
2019,2,100,76850
2020,2,0,2010975
2020,2,1,2009757
2020,2,2,2006946
2020,2,3,2002379
2020,2,4,1962823
2020,2,5,1975801
2020,2,6,1969852
2020,2,7,1967653
2020,2,8,1970597
2020,2,9,1991375
2020,2,10,1994804
2020,2,11,1996275
2020,2,12,2058852
2020,2,13,2066531
2020,2,14,2049751
2020,2,15,2047077
2020,2,16,2056866
2020,2,17,2048831
2020,2,18,2048241
2020,2,19,2104917
2020,2,20,2141957
2020,2,21,2119670
2020,2,22,2130177
2020,2,23,2146089
2020,2,24,2162638
2020,2,25,2207637
2020,2,26,2251951
2020,2,27,2281787
2020,2,28,2345635
2020,2,29,2395828
2020,2,30,2391528
2020,2,31,2295954
2020,2,32,2240350
2020,2,33,2198405
2020,2,34,2204092
2020,2,35,2222618
2020,2,36,2158334
2020,2,37,2191162
2020,2,38,2191390
2020,2,39,2168092
2020,2,40,2198265
2020,2,41,2071410
2020,2,42,2030324
2020,2,43,2011910
2020,2,44,1949646
2020,2,45,2002044
2020,2,46,1945353
2020,2,47,1977614
2020,2,48,2059307
2020,2,49,2173024
2020,2,50,2187217
2020,2,51,2074827
2020,2,52,2030929
2020,2,53,2036851
2020,2,54,2071081
2020,2,55,2193810
2020,2,56,2239603
2020,2,57,2239785
2020,2,58,2235355
2020,2,59,2264388
2020,2,60,2274781
2020,2,61,2203208
2020,2,62,2188909
2020,2,63,2165066
2020,2,64,2086903
2020,2,65,2064437
2020,2,66,1982066
2020,2,67,1903138
2020,2,68,1823205
2020,2,69,1765436
2020,2,70,1714418
2020,2,71,1656772
2020,2,72,1627622
2020,2,73,1682412
